ts_utc,n_samples,n_out_of_range,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,battery_v_avg,battery_v_min,battery2_v_min,power_w_avg,power_w_max,temp_c_avg,current_a_avg,energy_wh,boot_count_min,boot_count_max,scaled_channels
2020-06-15T02:00:00Z,16.0,16.0,,,3.33,5.015,,,,0.0,0.0,38.7,,0.0,1.0,16.0,solar2_v
2020-06-15T03:00:00Z,29.0,29.0,,,4.398,5.134,,,,0.0,0.0,47.769,,0.0,17.0,45.0,solar2_v
2020-06-15T04:00:00Z,29.0,29.0,,,3.48,5.18,,,,0.0,0.0,47.234,,0.0,46.0,74.0,solar2_v
2020-06-15T05:00:00Z,27.0,27.0,,,3.189,5.323,,,,0.0,0.0,44.463,,0.0,75.0,103.0,solar2_v
2020-06-15T06:00:00Z,30.0,30.0,,,0.812,2.888,,,,0.0,0.0,36.347,,0.0,104.0,133.0,solar2_v
2020-06-15T07:00:00Z,29.0,29.0,,,0.104,0.559,,,,0.0,0.0,31.276,,0.0,134.0,162.0,solar2_v
2020-06-15T08:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,29.147,,0.0,163.0,192.0,solar2_v
2020-06-15T09:00:00Z,28.0,28.0,,,0.0,0.0,,,,0.0,0.0,29.318,,0.0,193.0,221.0,solar2_v
2020-06-15T10:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,28.97,,0.0,222.0,251.0,solar2_v
2020-06-15T11:00:00Z,28.0,28.0,,,0.0,0.0,,,,0.0,0.0,29.057,,0.0,252.0,280.0,solar2_v
2020-06-15T12:00:00Z,28.0,28.0,,,0.0,0.0,,,,0.0,0.0,29.657,,0.0,281.0,309.0,solar2_v
2020-06-15T13:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,29.538,,0.0,310.0,339.0,solar2_v
2020-06-15T14:00:00Z,26.0,26.0,,,0.0,0.0,,,,0.0,0.0,29.662,,0.0,340.0,368.0,solar2_v
2020-06-15T15:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,29.717,,0.0,369.0,397.0,solar2_v
2020-06-15T16:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,29.747,,0.0,398.0,427.0,solar2_v
2020-06-15T17:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,29.703,,0.0,428.0,456.0,solar2_v
2020-06-15T18:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,29.517,,0.0,457.0,486.0,solar2_v
2020-06-15T19:00:00Z,28.0,28.0,,,0.0,0.0,,,,0.0,0.0,29.282,,0.0,487.0,515.0,solar2_v
2020-06-15T20:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,29.123,,0.0,516.0,545.0,solar2_v
2020-06-15T21:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,29.128,,0.0,546.0,574.0,solar2_v
2020-06-15T22:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,29.072,,0.0,576.0,604.0,solar2_v
2020-06-15T23:00:00Z,28.0,28.0,,,0.423,0.551,,,,0.0,0.0,30.011,,0.0,605.0,633.0,solar2_v
2020-06-16T00:00:00Z,29.0,29.0,,,0.737,1.018,,,,0.0,0.0,31.469,,0.0,634.0,662.0,solar2_v
2020-06-16T01:00:00Z,30.0,30.0,,,1.539,2.035,,,,0.0,0.0,33.357,,0.0,663.0,692.0,solar2_v
2020-06-16T02:00:00Z,29.0,29.0,,,2.696,4.003,,,,0.0,0.0,37.007,,0.0,693.0,721.0,solar2_v
2020-06-16T03:00:00Z,29.0,29.0,,,2.855,3.207,,,,0.0,0.0,39.483,,0.0,723.0,751.0,solar2_v
2020-06-16T04:00:00Z,27.0,27.0,,,3.262,3.655,,,,0.0,0.0,41.807,,0.0,752.0,780.0,solar2_v
2020-06-16T05:00:00Z,28.0,28.0,,,3.956,4.651,,,,0.0,0.0,45.089,,0.0,782.0,809.0,solar2_v
2020-06-16T06:00:00Z,30.0,30.0,,,4.634,4.957,,,,0.0,0.0,49.837,,0.0,810.0,839.0,solar2_v
2020-06-16T07:00:00Z,28.0,28.0,,,2.755,4.861,,,,0.0,0.0,47.361,,0.0,840.0,868.0,solar2_v
2020-06-16T08:00:00Z,30.0,30.0,,,0.894,1.807,,,,0.0,0.0,38.687,,0.0,869.0,898.0,solar2_v
2020-06-16T09:00:00Z,28.0,28.0,,,0.03,0.503,,,,0.0,0.0,34.775,,0.0,899.0,927.0,solar2_v
2020-06-16T10:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,27.58,,0.0,928.0,957.0,solar2_v
2020-06-16T11:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,27.721,,0.0,958.0,986.0,solar2_v
2020-06-16T12:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,28.448,,0.0,987.0,1015.0,solar2_v
2020-06-16T13:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,28.657,,0.0,1016.0,1045.0,solar2_v
2020-06-16T14:00:00Z,28.0,28.0,,,0.0,0.0,,,,0.0,0.0,28.714,,0.0,1046.0,1074.0,solar2_v
2020-06-16T15:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,28.98,,0.0,1075.0,1104.0,solar2_v
2020-06-16T16:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,29.045,,0.0,1105.0,1133.0,solar2_v
2020-06-16T17:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,29.145,,0.0,1134.0,1162.0,solar2_v
2020-06-16T18:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,29.123,,0.0,1163.0,1192.0,solar2_v
2020-06-16T19:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,28.993,,0.0,1193.0,1221.0,solar2_v
2020-06-16T20:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,28.797,,0.0,1222.0,1251.0,solar2_v
2020-06-16T21:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,28.724,,0.0,1252.0,1280.0,solar2_v
2020-06-16T22:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,28.707,,0.0,1281.0,1310.0,solar2_v
2020-06-16T23:00:00Z,29.0,29.0,,,0.307,0.506,,,,0.0,0.0,29.148,,0.0,1311.0,1339.0,solar2_v
2020-06-17T00:00:00Z,30.0,30.0,,,0.773,1.351,,,,0.0,0.0,30.227,,0.0,1340.0,1369.0,solar2_v
2020-06-17T01:00:00Z,29.0,29.0,,,2.703,4.685,,,,0.0,0.0,30.066,,0.0,1370.0,1398.0,solar2_v
2020-06-17T02:00:00Z,30.0,30.0,,,4.2,5.071,,,,0.0,0.0,23.833,,0.0,1399.0,1428.0,solar2_v
2020-06-17T03:00:00Z,28.0,28.0,,,2.703,5.312,,,,0.0,0.0,23.743,,0.0,1429.0,1457.0,solar2_v
2020-06-17T04:00:00Z,30.0,30.0,,,3.329,5.256,,,,0.0,0.0,23.867,,0.0,1458.0,1487.0,solar2_v
2020-06-17T05:00:00Z,29.0,29.0,,,3.584,5.049,,,,0.0,0.0,23.81,,0.0,1488.0,1516.0,solar2_v
2020-06-17T06:00:00Z,30.0,30.0,,,1.563,4.326,,,,0.0,0.0,23.937,,0.0,1517.0,1546.0,solar2_v
2020-06-17T07:00:00Z,29.0,29.0,,,0.283,0.838,,,,0.0,0.0,24.145,,0.0,1547.0,1575.0,solar2_v
2020-06-17T08:00:00Z,29.0,29.0,,,0.072,0.38,,,,0.0,0.0,24.141,,0.0,1576.0,1604.0,solar2_v
2020-06-17T09:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,24.166,,0.0,1605.0,1634.0,solar2_v
2020-06-17T10:00:00Z,27.0,27.0,,,0.0,0.0,,,,0.0,0.0,24.174,,0.0,1635.0,1663.0,solar2_v
2020-06-17T11:00:00Z,27.0,27.0,,,0.0,0.0,,,,0.0,0.0,24.185,,0.0,1664.0,1692.0,solar2_v
