ts_utc,n_samples,n_out_of_range,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,battery_v_avg,battery_v_min,battery2_v_min,power_w_avg,power_w_max,temp_c_avg,current_a_avg,energy_wh,scaled_channels
2024-01-12T07:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,26.35,,0.0,solar2_v
2024-01-12T08:00:00Z,28.0,28.0,,,0.0,0.0,,,,0.0,0.0,26.357,,0.0,solar2_v
2024-01-12T09:00:00Z,28.0,28.0,,,0.0,0.0,,,,0.0,0.0,26.125,,0.0,solar2_v
2024-01-12T10:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,26.152,,0.0,solar2_v
2024-01-12T11:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,26.593,,0.0,solar2_v
2024-01-12T12:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,28.114,,0.0,solar2_v
2024-01-12T13:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,26.517,,0.0,solar2_v
2024-01-12T14:00:00Z,28.0,28.0,,,0.0,0.0,,,,0.0,0.0,26.961,,0.0,solar2_v
2024-01-12T15:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,26.741,,0.0,solar2_v
2024-01-12T16:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,27.028,,0.0,solar2_v
2024-01-12T17:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,27.745,,0.0,solar2_v
2024-01-12T18:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,26.948,,0.0,solar2_v
2024-01-12T19:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,27.77,,0.0,solar2_v
2024-01-12T20:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,28.034,,0.0,solar2_v
2024-01-12T21:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,28.283,,0.0,solar2_v
2024-01-12T22:00:00Z,25.0,25.0,,,0.0,0.0,,,,0.0,0.0,27.376,,0.0,solar2_v
2024-01-12T23:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,27.148,,0.0,solar2_v
2024-01-13T00:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,26.927,,0.0,solar2_v
2024-01-13T01:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,27.228,,0.0,solar2_v
2024-01-13T02:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,27.679,,0.0,solar2_v
2024-01-13T03:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,27.276,,0.0,solar2_v
2024-01-13T04:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,25.366,,0.0,solar2_v
2024-01-13T05:00:00Z,30.0,30.0,,,0.0,0.0,,,,0.0,0.0,28.67,,0.0,solar2_v
2024-01-13T06:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,27.09,,0.0,solar2_v
2024-01-13T07:00:00Z,29.0,29.0,,,0.0,0.0,,,,0.0,0.0,25.2,,0.0,solar2_v
