ts_utc,n_samples,n_out_of_range,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,battery_v_avg,battery_v_min,battery2_v_min,power_w_avg,power_w_max,temp_c_avg,current_a_avg,energy_wh,boot_count_min,boot_count_max,scaled_channels
2022-01-01T22:00:00Z,7.0,4.0,0.786,2.23,0.0,0.0,14.976,14.09,,-2.26,0.0,48.486,-3.3,-0.009,1.0,7.0,
2022-01-02T21:00:00Z,6.0,3.0,0.373,0.97,0.0,0.0,14.87,14.1,,-1.123,0.0,47.133,-3.388,-0.004,1.0,6.0,
2022-01-03T20:00:00Z,6.0,3.0,0.39,1.01,0.0,0.0,14.892,14.12,,-1.18,0.0,47.35,-3.387,-0.004,1.0,6.0,
2022-01-04T17:00:00Z,5.0,3.0,0.386,1.0,0.0,0.0,14.932,14.2,,-1.197,0.0,49.14,-3.386,-0.003,1.0,5.0,
2022-01-05T18:00:00Z,5.0,2.0,0.362,0.93,0.0,0.0,14.866,14.17,,-1.106,0.0,42.84,-3.412,-0.003,1.0,5.0,
2022-01-06T18:00:00Z,5.0,3.0,0.476,1.17,0.0,0.0,15.06,14.23,,-1.378,0.0,48.5,-3.306,-0.004,1.0,5.0,
2022-01-07T17:00:00Z,5.0,3.0,0.384,0.99,0.0,0.0,14.96,14.21,,-1.15,0.0,49.34,-3.38,-0.003,1.0,5.0,
2022-01-08T19:00:00Z,6.0,3.0,0.43,1.11,0.0,0.0,14.96,14.17,,-1.27,0.0,45.633,-3.352,-0.004,1.0,6.0,
2022-01-09T22:00:00Z,6.0,3.0,0.408,1.04,0.0,0.0,14.837,14.09,,-1.247,0.0,45.683,-3.395,-0.004,1.0,6.0,
2022-01-10T20:00:00Z,6.0,3.0,0.398,1.02,0.0,0.0,14.907,14.14,,-1.193,0.0,46.1,-3.375,-0.004,1.0,6.0,
2022-01-17T20:00:00Z,6.0,3.0,0.412,1.05,0.0,0.0,14.873,14.12,,-1.24,0.0,45.683,-3.383,-0.004,1.0,6.0,
2022-01-18T22:00:00Z,1.0,0.0,0.0,0.0,0.0,0.0,14.09,14.09,,0.0,0.0,29.0,-3.91,0.0,1.0,1.0,
2022-01-19T20:00:00Z,6.0,3.0,0.407,1.03,0.0,0.0,14.852,14.13,,-1.242,0.0,45.567,-3.403,-0.004,1.0,6.0,
2022-01-20T19:00:00Z,3.0,0.0,0.11,0.29,0.0,0.0,14.477,14.15,,-0.387,0.0,30.567,-3.687,-0.001,1.0,3.0,
2022-01-20T20:00:00Z,2.0,2.0,0.755,0.93,0.0,0.0,15.315,15.13,,-2.28,-1.87,60.35,-3.065,-0.003,4.0,5.0,
2022-01-23T20:00:00Z,5.0,2.0,0.326,0.86,0.0,0.0,14.796,14.14,,-1.014,0.0,42.76,-3.45,-0.003,1.0,5.0,
2022-01-25T18:00:00Z,5.0,2.0,0.35,0.93,0.0,0.0,14.864,14.17,,-1.072,0.0,43.22,-3.424,-0.003,1.0,5.0,
2022-01-26T18:00:00Z,6.0,3.0,0.46,1.19,0.0,0.0,14.988,14.15,,-1.33,0.0,45.717,-3.31,-0.004,1.0,6.0,
2022-01-27T22:00:00Z,6.0,3.0,0.402,1.01,0.0,0.0,14.835,14.1,,-1.228,0.0,45.483,-3.397,-0.004,1.0,6.0,
2022-01-28T20:00:00Z,6.0,3.0,0.395,1.05,0.0,0.0,14.903,14.13,,-1.182,0.0,46.267,-3.377,-0.004,1.0,6.0,
2022-01-29T19:00:00Z,2.0,0.0,0.0,0.0,0.0,0.0,14.305,14.14,,0.0,0.0,30.5,-3.81,0.0,1.0,2.0,
2022-01-29T20:00:00Z,3.0,2.0,0.517,0.82,0.0,0.0,15.113,14.77,,-1.617,-0.76,51.7,-3.24,-0.003,3.0,5.0,
2022-01-30T20:00:00Z,5.0,2.0,0.268,0.72,0.0,0.0,14.73,14.14,,-0.858,0.0,42.66,-3.508,-0.002,1.0,5.0,
2022-01-30T21:00:00Z,1.0,1.0,1.01,1.01,0.0,0.0,15.67,15.67,,-2.81,-2.81,59.5,-2.77,-0.002,6.0,6.0,
2022-02-08T21:00:00Z,5.0,2.0,0.166,0.5,0.0,0.0,14.566,14.06,,-0.548,0.0,44.28,-3.582,-0.002,1.0,5.0,
2022-02-08T22:00:00Z,2.0,2.0,0.86,0.98,0.0,0.0,15.51,15.37,,-2.47,-2.23,60.85,-2.905,-0.003,6.0,7.0,
2022-02-20T04:00:00Z,29.0,29.0,21.273,23.08,4.227,4.31,16.581,16.07,,-103.273,-85.41,32.252,-4.852,-1.664,1.0,29.0,
2022-02-20T05:00:00Z,30.0,4.0,19.874,22.18,4.396,4.45,15.608,14.97,,-112.125,-90.14,33.383,-5.642,-1.869,30.0,59.0,
2022-02-20T06:00:00Z,30.0,0.0,19.222,21.56,4.439,4.53,15.093,14.68,,-114.835,-92.41,34.013,-5.969,-1.914,60.0,89.0,
2022-02-20T07:00:00Z,29.0,0.0,18.839,21.35,4.417,4.49,15.05,14.68,,-113.12,-94.37,34.466,-5.999,-1.822,90.0,118.0,
2022-02-20T08:00:00Z,30.0,0.0,17.898,21.4,4.386,4.45,15.171,14.75,,-107.227,-89.69,34.72,-5.987,-1.787,119.0,148.0,
2022-02-20T09:00:00Z,29.0,0.0,17.245,21.41,4.286,4.35,15.043,14.45,,-101.84,-85.43,34.845,-5.903,-1.641,149.0,177.0,
2022-02-20T10:00:00Z,30.0,0.0,12.848,15.13,3.716,4.18,13.239,12.59,,-78.658,-17.57,34.88,-6.15,-1.311,178.0,207.0,
