ts_utc,n_samples,n_out_of_range,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,battery_v_avg,battery_v_min,battery2_v_min,power_w_avg,power_w_max,temp_c_avg,current_a_avg,energy_wh,boot_count_min,boot_count_max,scaled_channels
2020-06-15T06:00:00Z,25.0,25.0,13681.52,14295.0,4580.76,4616.0,13417.44,12844.0,,,,200.0,798.52,,1.0,25.0,
2020-06-15T07:00:00Z,29.0,29.0,13117.207,13889.0,3868.517,4506.0,12841.966,12678.0,,,,200.0,176.31,,26.0,55.0,
2020-06-15T08:00:00Z,29.0,29.0,13047.138,13438.0,3812.552,4199.0,12735.172,12611.0,,,,200.0,121.0,,56.0,84.0,
2020-06-15T09:00:00Z,30.0,30.0,12889.0,13295.0,3604.6,4034.0,12650.833,12603.0,,,,200.0,107.667,,85.0,114.0,
2020-06-15T10:00:00Z,29.0,29.0,9927.345,13272.0,3377.138,3842.0,12546.69,12460.0,,,,200.0,76.621,,115.0,143.0,
2020-06-15T11:00:00Z,30.0,30.0,719.733,3903.0,383.1,2421.0,12462.5,12430.0,,,,200.0,38.367,,144.0,173.0,
2020-06-15T12:00:00Z,29.0,29.0,0.0,0.0,0.0,0.0,12434.897,12415.0,,,,200.0,42.241,,174.0,202.0,
2020-06-15T13:00:00Z,30.0,30.0,0.0,0.0,0.0,0.0,12410.467,12393.0,,,,200.0,37.7,,203.0,232.0,
2020-06-15T14:00:00Z,29.0,29.0,0.0,0.0,0.0,0.0,12419.103,12385.0,,,,200.0,33.414,,233.0,261.0,
2020-06-15T15:00:00Z,30.0,30.0,0.0,0.0,0.0,0.0,12460.433,12453.0,,,,200.0,33.767,,262.0,291.0,
2020-06-15T16:00:00Z,29.0,29.0,0.0,0.0,0.0,0.0,12453.793,12438.0,,,,200.0,35.345,,292.0,320.0,
2020-06-15T17:00:00Z,30.0,30.0,0.0,0.0,0.0,0.0,12444.933,12430.0,,,,200.0,38.833,,321.0,350.0,
2020-06-15T18:00:00Z,28.0,28.0,0.0,0.0,0.0,0.0,12443.857,12430.0,,,,200.0,37.036,,352.0,379.0,
2020-06-15T19:00:00Z,30.0,30.0,0.0,0.0,0.0,0.0,12440.267,12430.0,,,,200.0,39.533,,380.0,409.0,
2020-06-15T20:00:00Z,30.0,30.0,0.0,0.0,0.0,0.0,12435.733,12423.0,,,,200.0,38.867,,410.0,439.0,
2020-06-15T21:00:00Z,29.0,29.0,0.0,0.0,0.0,0.0,12432.31,12423.0,,,,200.0,38.345,,440.0,468.0,
2020-06-15T22:00:00Z,30.0,30.0,5805.4,13318.0,1962.267,4254.0,12471.033,12408.0,,,,200.0,67.233,,469.0,498.0,
2020-06-15T23:00:00Z,29.0,29.0,13075.862,13671.0,4350.207,4474.0,12843.379,12693.0,,,,200.0,298.655,,499.0,527.0,
2020-06-16T00:00:00Z,30.0,30.0,13425.133,14024.0,4536.8,4621.0,13078.933,13002.0,,,,200.0,578.067,,528.0,557.0,
2020-06-16T01:00:00Z,29.0,29.0,13792.69,14521.0,7683.931,12059.0,13385.517,12558.0,,,,200.0,1032.828,,558.0,586.0,
2020-06-16T02:00:00Z,30.0,30.0,13230.267,15498.0,11999.3,12155.0,12823.833,12520.0,,,,200.0,1554.8,,587.0,616.0,
2020-06-16T03:00:00Z,29.0,29.0,13574.345,18589.0,11898.034,12233.0,12992.448,12483.0,,,,200.0,1697.586,,617.0,645.0,
2020-06-16T04:00:00Z,30.0,30.0,13277.933,15528.0,11611.6,12096.0,12926.333,12490.0,,,,200.0,1454.033,,646.0,675.0,
2020-06-16T05:00:00Z,30.0,30.0,13779.133,18130.0,11667.1,12274.0,13285.567,12528.0,,,,200.0,1720.4,,676.0,705.0,
2020-06-16T06:00:00Z,29.0,29.0,14112.69,15265.0,11879.103,12091.0,13783.862,13370.0,,,,200.0,2809.448,,706.0,734.0,
2020-06-16T07:00:00Z,30.0,30.0,14419.5,15596.0,9200.3,12242.0,13949.5,12829.0,,,,200.0,1892.767,,735.0,764.0,
2020-06-16T08:00:00Z,29.0,29.0,14172.655,20612.0,7054.345,12132.0,13486.241,12912.0,,,,200.0,953.483,,765.0,793.0,
2020-06-16T09:00:00Z,30.0,30.0,13167.433,14107.0,4087.4,4483.0,13109.133,12648.0,,,,200.0,214.433,,794.0,823.0,
2020-06-16T10:00:00Z,29.0,29.0,1525.448,4549.0,1562.138,2494.0,12648.655,12618.0,,,,200.0,52.069,,824.0,852.0,
2020-06-16T11:00:00Z,30.0,30.0,306.233,3534.0,0.0,0.0,12599.467,12551.0,,,,200.0,48.167,,853.0,882.0,
2020-06-16T12:00:00Z,29.0,29.0,0.0,0.0,0.0,0.0,12563.414,12513.0,,,,200.0,41.759,,883.0,911.0,
2020-06-16T13:00:00Z,30.0,30.0,0.0,0.0,0.0,0.0,12538.333,12505.0,,,,200.0,44.767,,912.0,941.0,
2020-06-16T14:00:00Z,29.0,29.0,0.0,0.0,0.0,0.0,12616.207,12603.0,,,,200.0,46.172,,942.0,970.0,
2020-06-16T15:00:00Z,30.0,30.0,0.0,0.0,0.0,0.0,12604.2,12588.0,,,,200.0,38.6,,971.0,1000.0,
