day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,power_w_avg,power_w_max,energy_wh,temp_c_min,temp_c_avg,temp_c_max,boot_count_max,scaled_channels
2020-10-15,2020-10-15T00:00:00Z,690.0,690.0,24.0,,,0.357,1.899,,,,,0.0,0.0,0.0,27.3,30.423,39.4,2456.0,solar2_v
2020-10-16,2020-10-16T00:00:00Z,691.0,691.0,24.0,,,0.3,1.863,,,,,0.0,0.0,0.0,26.8,28.726,33.6,3163.0,solar2_v
2020-10-17,2020-10-17T00:00:00Z,697.0,697.0,24.0,,,0.38,1.927,,,,,0.0,0.0,0.0,26.3,29.255,36.7,3870.0,solar2_v
2020-10-18,2020-10-18T00:00:00Z,704.0,704.0,24.0,,,0.344,1.895,,,,,0.0,0.0,0.0,26.9,29.462,34.3,4577.0,solar2_v
2020-10-19,2020-10-19T00:00:00Z,692.0,692.0,24.0,,,0.445,1.951,,,,,0.0,0.0,0.0,26.1,31.606,38.9,5284.0,solar2_v
2020-10-20,2020-10-20T00:00:00Z,684.0,684.0,24.0,,,0.382,1.712,,,,,0.0,0.0,0.0,28.8,32.254,38.0,5990.0,solar2_v
2020-10-21,2020-10-21T00:00:00Z,692.0,692.0,24.0,,,0.309,1.731,,,,,0.0,0.0,0.0,28.6,31.047,36.8,6697.0,solar2_v
2020-10-22,2020-10-22T00:00:00Z,677.0,677.0,24.0,,,0.366,1.553,,,,,0.0,0.0,0.0,26.7,32.06,38.0,7402.0,solar2_v
2020-10-23,2020-10-23T00:00:00Z,693.0,693.0,24.0,,,0.37,1.832,,,,,0.0,0.0,0.0,29.0,31.934,37.9,8109.0,solar2_v
2020-10-24,2020-10-24T00:00:00Z,699.0,699.0,24.0,,,0.401,1.958,,,,,0.0,0.0,0.0,28.7,31.837,38.4,8815.0,solar2_v
2020-10-25,2020-10-25T00:00:00Z,697.0,697.0,24.0,,,0.374,1.841,,,,,0.0,0.0,0.0,28.1,30.678,36.9,9522.0,solar2_v
2020-10-26,2020-10-26T00:00:00Z,696.0,696.0,24.0,,,0.399,1.887,,,,,0.0,0.0,0.0,28.6,32.553,40.7,10228.0,solar2_v
2020-10-27,2020-10-27T00:00:00Z,265.0,265.0,10.0,,,1.045,1.736,,,,,0.0,0.0,0.0,29.1,34.384,36.9,10499.0,solar2_v
2020-10-28,2020-10-28T00:00:00Z,447.0,447.0,17.0,,,0.146,1.18,,,,,0.0,0.0,0.0,28.4,29.766,32.7,11523.0,solar2_v
2020-10-29,2020-10-29T00:00:00Z,707.0,707.0,24.0,,,0.334,1.904,,,,,0.0,0.0,0.0,27.5,30.648,38.8,12230.0,solar2_v
2020-10-30,2020-10-30T00:00:00Z,693.0,693.0,24.0,,,0.333,1.74,,,,,0.0,0.0,0.0,29.1,31.808,38.2,12936.0,solar2_v
2020-10-31,2020-10-31T00:00:00Z,706.0,706.0,24.0,,,0.395,1.75,,,,,0.0,0.0,0.0,26.1,31.272,39.6,13643.0,solar2_v
2020-11-01,2020-11-01T00:00:00Z,703.0,703.0,24.0,,,0.334,1.704,,,,,0.0,0.0,0.0,27.3,31.716,39.1,14350.0,solar2_v
2020-11-02,2020-11-02T00:00:00Z,706.0,706.0,24.0,,,0.358,1.563,,,,,0.0,0.0,0.0,28.7,31.482,37.9,15057.0,solar2_v
2020-11-03,2020-11-03T00:00:00Z,703.0,703.0,24.0,,,0.368,2.064,,,,,0.0,0.0,0.0,28.8,31.95,39.3,15764.0,solar2_v
2020-11-04,2020-11-04T00:00:00Z,699.0,699.0,24.0,,,0.34,1.923,,,,,0.0,0.0,0.0,28.1,31.257,38.8,16471.0,solar2_v
2020-11-05,2020-11-05T00:00:00Z,707.0,707.0,24.0,,,0.358,1.745,,,,,0.0,0.0,0.0,29.5,32.949,40.3,17178.0,solar2_v
2020-11-06,2020-11-06T00:00:00Z,707.0,707.0,24.0,,,0.387,1.728,,,,,0.0,0.0,0.0,27.7,30.974,36.5,17886.0,solar2_v
2020-11-07,2020-11-07T00:00:00Z,705.0,705.0,24.0,,,0.355,1.566,,,,,0.0,0.0,0.0,27.4,31.788,39.4,18592.0,solar2_v
2020-11-08,2020-11-08T00:00:00Z,708.0,708.0,24.0,,,0.351,1.649,,,,,0.0,0.0,0.0,27.4,30.852,38.0,19300.0,solar2_v
2020-11-09,2020-11-09T00:00:00Z,705.0,705.0,24.0,,,0.383,1.653,,,,,0.0,0.0,0.0,27.9,31.15,36.2,20006.0,solar2_v
2020-11-10,2020-11-10T00:00:00Z,704.0,704.0,24.0,,,0.449,1.704,,,,,0.0,0.0,0.0,26.1,29.962,35.4,20713.0,solar2_v
2020-11-11,2020-11-11T00:00:00Z,628.0,628.0,22.0,,,0.424,1.779,,,,,0.0,0.0,0.0,27.4,29.883,35.3,21343.0,solar2_v
2020-11-20,2020-11-20T00:00:00Z,250.0,250.0,9.0,,,0.008,0.536,,,,,0.0,0.0,0.0,27.0,28.707,31.4,244.0,solar2_v
2020-11-21,2020-11-21T00:00:00Z,706.0,706.0,24.0,,,0.272,1.602,,,,,0.0,0.0,0.0,27.5,31.764,39.4,951.0,solar2_v
2020-11-22,2020-11-22T00:00:00Z,705.0,705.0,24.0,,,0.334,1.523,,,,,0.0,0.0,0.0,28.7,32.568,40.4,1658.0,solar2_v
2020-11-23,2020-11-23T00:00:00Z,707.0,707.0,24.0,,,0.276,1.522,,,,,0.0,0.0,0.0,27.8,32.561,40.1,2366.0,solar2_v
2020-11-24,2020-11-24T00:00:00Z,700.0,700.0,24.0,,,0.367,1.7,,,,,0.0,0.0,0.0,28.7,32.164,37.9,3073.0,solar2_v
2020-11-25,2020-11-25T00:00:00Z,702.0,702.0,24.0,,,0.356,1.472,,,,,0.0,0.0,0.0,29.0,32.256,38.3,3779.0,solar2_v
2020-11-26,2020-11-26T00:00:00Z,705.0,705.0,24.0,,,0.404,1.892,,,,,0.0,0.0,0.0,28.4,31.901,39.2,4486.0,solar2_v
2020-11-27,2020-11-27T00:00:00Z,705.0,705.0,24.0,,,0.324,1.233,,,,,27.607,19877.0,11.043,27.7,31.65,36.7,5193.0,solar2_v
2020-11-28,2020-11-28T00:00:00Z,706.0,706.0,24.0,,,0.374,1.704,,,,,0.0,0.0,0.0,27.6,32.231,38.1,5900.0,solar2_v
2020-11-29,2020-11-29T00:00:00Z,655.0,655.0,24.0,,,0.365,1.586,,,,,0.0,0.0,0.0,27.5,29.983,34.1,6600.0,solar2_v
2020-11-30,2020-11-30T00:00:00Z,701.0,701.0,24.0,,,0.366,1.526,,,,,0.0,0.0,0.0,26.8,30.327,35.8,7306.0,solar2_v
2020-12-01,2020-12-01T00:00:00Z,705.0,705.0,24.0,,,0.433,1.73,,,,,0.0,0.0,0.0,28.0,31.384,36.7,8013.0,solar2_v
2020-12-02,2020-12-02T00:00:00Z,707.0,707.0,24.0,,,0.294,1.645,,,,,0.0,0.0,0.0,26.4,31.476,38.8,8720.0,solar2_v
2020-12-03,2020-12-03T00:00:00Z,651.0,651.0,24.0,,,0.273,1.258,,,,,0.0,0.0,0.0,25.3,30.64,37.4,9419.0,solar2_v
2020-12-04,2020-12-04T00:00:00Z,707.0,707.0,24.0,,,0.284,1.34,,,,,0.0,0.0,0.0,26.0,30.267,37.4,10126.0,solar2_v
2020-12-05,2020-12-05T00:00:00Z,703.0,703.0,24.0,,,0.297,1.489,,,,,0.0,0.0,0.0,26.4,30.693,37.7,10832.0,solar2_v
2020-12-06,2020-12-06T00:00:00Z,703.0,703.0,24.0,,,0.285,1.561,,,,,0.0,0.0,0.0,26.9,31.315,38.0,11539.0,solar2_v
2020-12-07,2020-12-07T00:00:00Z,697.0,697.0,24.0,,,0.41,1.587,,,,,0.0,0.0,0.0,27.3,30.686,35.5,12244.0,solar2_v
2020-12-08,2020-12-08T00:00:00Z,703.0,703.0,24.0,,,0.356,1.651,,,,,0.0,0.0,0.0,27.4,30.915,36.7,12950.0,solar2_v
2020-12-09,2020-12-09T00:00:00Z,707.0,707.0,24.0,,,0.388,1.518,,,,,0.0,0.0,0.0,27.4,30.692,35.2,13658.0,solar2_v
2020-12-10,2020-12-10T00:00:00Z,614.0,614.0,21.0,,,0.226,1.677,,,,,0.0,0.0,0.0,27.5,29.488,35.4,14349.0,solar2_v
2020-12-11,2020-12-11T00:00:00Z,704.0,704.0,24.0,,,0.315,1.627,,,,,0.0,0.0,0.0,28.4,30.783,35.5,15056.0,solar2_v
2020-12-12,2020-12-12T00:00:00Z,706.0,706.0,24.0,,,0.33,1.572,,,,,0.0,0.0,0.0,28.6,31.497,37.0,15763.0,solar2_v
2020-12-13,2020-12-13T00:00:00Z,705.0,705.0,24.0,,,0.276,1.651,,,,,0.0,0.0,0.0,28.2,30.816,36.5,16469.0,solar2_v
2020-12-14,2020-12-14T00:00:00Z,348.0,348.0,12.0,,,0.555,1.525,,,,,0.0,0.0,0.0,28.7,33.484,37.8,16817.0,solar2_v
2020-12-15,2020-12-15T00:00:00Z,451.0,451.0,16.0,,,0.049,0.564,,,,,0.0,0.0,0.0,27.7,29.896,32.6,17884.0,solar2_v
2020-12-16,2020-12-16T00:00:00Z,558.0,558.0,20.0,,,0.167,1.169,,,,,0.0,0.0,0.0,28.2,30.223,36.7,18566.0,solar2_v
2020-12-17,2020-12-17T00:00:00Z,707.0,707.0,24.0,,,0.305,1.467,,,,,0.0,0.0,0.0,27.5,31.607,36.7,19273.0,solar2_v
2020-12-18,2020-12-18T00:00:00Z,707.0,707.0,24.0,,,0.312,1.326,,,,,0.0,0.0,0.0,27.5,31.124,35.4,19980.0,solar2_v
2020-12-19,2020-12-19T00:00:00Z,707.0,707.0,24.0,,,0.345,1.499,,,,,0.0,0.0,0.0,26.7,30.331,35.4,20687.0,solar2_v
2020-12-20,2020-12-20T00:00:00Z,707.0,707.0,24.0,,,0.379,1.548,,,,,0.0,0.0,0.0,25.7,29.064,34.0,21394.0,solar2_v
2020-12-21,2020-12-21T00:00:00Z,708.0,708.0,24.0,,,0.314,1.307,,,,,0.0,0.0,0.0,23.8,29.482,36.7,22102.0,solar2_v
2020-12-22,2020-12-22T00:00:00Z,705.0,705.0,24.0,,,0.403,1.625,,,,,0.0,0.0,0.0,24.5,29.644,58.6,22506.0,solar2_v
2020-12-23,2020-12-23T00:00:00Z,20.0,20.0,1.0,,,0.0,0.0,,,,,0.0,0.0,0.0,57.2,57.47,57.8,1.0,solar2_v
