day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,power_w_avg,power_w_max,energy_wh,temp_c_min,temp_c_avg,temp_c_max
2023-10-15,2023-10-15T00:00:00Z,690.0,690.0,24.0,,,,,,,,,0.0,0.0,0.0,23.9,25.229,26.5
2023-10-16,2023-10-16T00:00:00Z,688.0,688.0,24.0,,,,,,,,,0.0,0.0,0.0,22.3,25.056,26.2
2023-10-17,2023-10-17T00:00:00Z,652.0,652.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.007,26.2
2023-10-18,2023-10-18T00:00:00Z,691.0,691.0,24.0,,,,,,,,,0.0,0.0,0.0,23.8,25.162,26.4
2023-10-19,2023-10-19T00:00:00Z,657.0,657.0,24.0,,,,,,,,,0.0,0.0,0.0,23.6,25.152,26.5
2023-10-20,2023-10-20T00:00:00Z,614.0,614.0,23.0,,,,,,,,,0.0,0.0,0.0,21.8,25.224,26.6
2023-10-21,2023-10-21T00:00:00Z,696.0,696.0,24.0,,,,,,,,,0.0,0.0,0.0,22.8,24.804,26.3
2023-10-22,2023-10-22T00:00:00Z,699.0,699.0,24.0,,,,,,,,,0.0,0.0,0.0,22.5,25.088,26.7
2023-10-23,2023-10-23T00:00:00Z,648.0,648.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.785,27.1
2023-10-24,2023-10-24T00:00:00Z,700.0,700.0,24.0,,,,,,,,,0.0,0.0,0.0,24.7,25.852,27.2
2023-10-25,2023-10-25T00:00:00Z,698.0,698.0,24.0,,,,,,,,,0.0,0.0,0.0,23.9,25.439,27.4
2023-10-26,2023-10-26T00:00:00Z,618.0,618.0,24.0,,,,,,,,,0.0,0.0,0.0,23.8,25.153,26.5
2023-10-27,2023-10-27T00:00:00Z,699.0,699.0,24.0,,,,,,,,,0.0,0.0,0.0,21.3,24.994,26.2
2023-10-28,2023-10-28T00:00:00Z,701.0,701.0,24.0,,,,,,,,,0.0,0.0,0.0,23.9,24.94,26.0
2023-10-29,2023-10-29T00:00:00Z,647.0,647.0,24.0,,,,,,,,,0.0,0.0,0.0,23.8,25.024,26.5
2023-10-30,2023-10-30T00:00:00Z,697.0,697.0,24.0,,,,,,,,,0.0,0.0,0.0,15.8,24.314,36.0
2023-10-31,2023-10-31T00:00:00Z,694.0,694.0,24.0,,,,,,,,,0.0,0.0,0.0,15.5,24.904,35.3
2023-11-01,2023-11-01T00:00:00Z,651.0,651.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.337,27.6
2023-11-02,2023-11-02T00:00:00Z,698.0,698.0,24.0,,,,,,,,,0.0,0.0,0.0,23.4,25.259,27.6
2023-11-03,2023-11-03T00:00:00Z,697.0,697.0,24.0,,,,,,,,,0.0,0.0,0.0,23.4,25.339,27.6
2023-11-04,2023-11-04T00:00:00Z,645.0,645.0,24.0,,,,,,,,,0.0,0.0,0.0,23.4,25.502,27.7
2023-11-05,2023-11-05T00:00:00Z,700.0,700.0,24.0,,,,,,,,,0.0,0.0,0.0,23.4,25.364,27.3
2023-11-06,2023-11-06T00:00:00Z,654.0,654.0,24.0,,,,,,,,,0.0,0.0,0.0,23.4,25.236,27.3
2023-11-07,2023-11-07T00:00:00Z,698.0,698.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.309,27.3
2023-11-08,2023-11-08T00:00:00Z,690.0,690.0,24.0,,,,,,,,,0.0,0.0,0.0,23.4,25.363,27.4
2023-11-09,2023-11-09T00:00:00Z,636.0,636.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.343,27.5
2023-11-10,2023-11-10T00:00:00Z,699.0,699.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.217,27.7
2023-11-11,2023-11-11T00:00:00Z,697.0,697.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.231,27.4
2023-11-12,2023-11-12T00:00:00Z,644.0,644.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.092,27.3
2023-11-13,2023-11-13T00:00:00Z,700.0,700.0,24.0,,,,,,,,,0.0,0.0,0.0,23.2,25.28,27.2
2023-11-14,2023-11-14T00:00:00Z,698.0,698.0,24.0,,,,,,,,,0.0,0.0,0.0,23.1,25.098,27.4
2023-11-15,2023-11-15T00:00:00Z,649.0,649.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.231,27.4
2023-11-16,2023-11-16T00:00:00Z,698.0,698.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.205,27.3
2023-11-17,2023-11-17T00:00:00Z,694.0,694.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.262,27.4
2023-11-18,2023-11-18T00:00:00Z,655.0,655.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.219,27.3
2023-11-19,2023-11-19T00:00:00Z,695.0,695.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.172,27.3
2023-11-20,2023-11-20T00:00:00Z,693.0,693.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.23,27.6
2023-11-21,2023-11-21T00:00:00Z,650.0,650.0,24.0,,,,,,,,,0.0,0.0,0.0,21.9,25.139,27.4
2023-11-22,2023-11-22T00:00:00Z,697.0,697.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.214,27.3
2023-11-23,2023-11-23T00:00:00Z,699.0,699.0,24.0,,,,,,,,,0.0,0.0,0.0,23.3,25.262,27.4
2023-11-24,2023-11-24T00:00:00Z,650.0,650.0,24.0,,,,,,,,,0.0,0.0,0.0,18.9,24.312,27.2
2023-11-25,2023-11-25T00:00:00Z,179.0,179.0,7.0,,,,,,,,,0.0,0.0,0.0,16.5,19.144,22.8
